#Title : in-situ files catalog
#Description : catalog of available in-situ files compliant with Marine Data Store
#Project : Copernicus Marine In Situ TAC
#Format Version : 3.0
#Last Update : 2026-05-06T13:06:06Z
#catalog_id,file_name,geospatial_lat_min,geospatial_lat_max,geospatial_lon_min,geospatial_lon_max,time_coverage_start,time_coverage_end,institution,date_update,data_mode,parameters
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100216_20260411.nc,42.24518,42.24545,11.55240,11.55267,2026-04-11T00:00:00Z,2026-04-11T23:30:00Z,Unknown institution,2026-04-12T02:46:36Z,R, DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100217_20260411.nc,42.40700,42.40805,14.53548,14.53707,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Institute for Environmental Protection and Research,2026-04-12T01:59:58Z,R, DEPH DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100218_20260411.nc,43.82283,43.82375,13.71822,13.71913,2026-04-11T00:00:00Z,2026-04-11T23:30:00Z,Institute for Environmental Protection and Research,2026-04-12T02:46:38Z,R, DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100219_20260411.nc,43.92940,43.92945,9.82817,9.82823,2026-04-11T00:00:00Z,2026-04-11T19:30:00Z,Unknown institution,2026-04-11T22:46:42Z,R, DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100220_20260411.nc,45.33325,45.33337,12.51657,12.51663,2026-04-11T00:00:00Z,2026-04-11T23:30:00Z,Unknown institution,2026-04-12T02:46:39Z,R, DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100284_20260411.nc,43.31890,43.31890,4.86620,4.86620,2026-04-11T00:00:00Z,2026-04-11T22:33:30Z,Ifremer Head Office;IRDN- LERCM- Toulon;CEA- Climate and Environmental Sciences Laboratory;Mediterranean Institute of Oceanography- La Seyne sur Mer;European Research and Teaching Centre for Environmental Geosciences;Cerema,2026-04-12T00:02:17Z,R, DEPH TEMP PSAL CNDC DOX1 ALTS ATMS DRYT FLU3 GDIR GSPD LGH4 OSAT RELH TUR4 VAVH VH110 VHM0 VPED VTM02 VTPK WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100289_20260411.nc,43.20834,43.20834,5.23000,5.23000,2026-04-11T00:00:00Z,2026-04-11T23:30:00Z,Cerema;Marseille/FOS Large Seaport,2026-04-12T02:00:01Z,R, DEPH TEMP VAVH VAVT VEPK VHM0 VPED VPSP VTM02 VTPK VZMX
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100294_20260411.nc,42.56920,42.56920,8.65000,8.65000,2026-04-11T00:00:00Z,2026-04-11T23:57:00Z,Cerema;Hydrographic and oceanographic service of the French navy,2026-04-12T02:00:03Z,R, DEPH TEMP VAVH VAVT VEPK VHM0 VPED VPSP VTM02 VTPK VZMX
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100295_20260411.nc,42.26170,42.26170,9.64330,9.64330,2026-04-11T00:00:00Z,2026-04-11T23:30:00Z,Cerema,2026-04-12T02:00:05Z,R, DEPH TEMP VAVH VAVT VEPK VHM0 VPED VPSP VTM02 VTPK VZMX
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6100431_20260411.nc,43.42500,43.42500,4.13330,4.13330,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Cerema;DREAL Languedoc-Roussillon-Midi-Pyrenees,2026-04-12T02:00:07Z,R, DEPH TEMP VAVH VAVT VEPK VHM0 VPED VPSP VTM02 VTPK VZMX
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101031_20260411.nc,41.76000,41.76000,7.57000,7.58000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:09Z,R, PRECISE_LATITUDE PRECISE_LONGITUDE DEPH TEMP ATMS DRYT VAVH VAVT VDIR VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101032_20260411.nc,41.61000,41.61000,10.20000,10.20000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:10Z,R, DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101033_20260411.nc,42.81000,42.82000,8.40000,8.42000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:11Z,R, PRECISE_LATITUDE PRECISE_LONGITUDE DEPH TEMP ATMS DRYT WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101034_20260411.nc,41.57000,41.58000,5.51000,5.52000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:12Z,R, PRECISE_LATITUDE PRECISE_LONGITUDE DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101035_20260411.nc,40.50000,40.50000,6.72000,6.72000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:13Z,R, DEPH TEMP ATMS DRYT VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_6101036_20260411.nc,42.33000,42.34000,6.71000,6.72000,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Centre de Meteorologie Marine,2026-04-12T02:00:14Z,R, PRECISE_LATITUDE PRECISE_LONGITUDE DEPH TEMP ATMS DRYT VDIR VGHS VGTA VTPK VZMX WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_EOL_20260411.nc,43.68300,43.68300,7.31700,7.31700,2026-04-11T00:01:38Z,2026-04-11T23:31:38Z,Laboratory of Oceanography of Villefranche,2026-04-13T01:59:28Z,R, PRES TEMP PSAL DOX1
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_POEM_20260411.nc,42.70416,42.70416,3.06724,3.06724,2026-04-11T00:00:00Z,2026-04-11T23:50:00Z,CNRS- Insu Technical Division- La Seyne-sur-Mer,2026-04-12T12:47:33Z,R, DEPH TEMP PSAL DRYT WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_MO_SOLA_20260411.nc,42.48333,42.48333,3.13333,3.13333,2026-04-11T00:00:00Z,2026-04-11T23:50:00Z,Oceanologic Observatory of Banyuls- University of Paris VI- OSU,2026-04-12T08:56:54Z,R, DEPH TEMP PSAL DOX1 ATMS FLUO TUR4 WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0001_20260411.nc,44.82123,44.82123,0.07804,0.07804,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:10:48Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0003_20260411.nc,44.38893,44.38893,0.30115,0.30115,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:10:52Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0007_20260411.nc,43.44973,43.44973,6.63309,6.63309,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:10:57Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0011_20260411.nc,43.14712,43.14712,6.14973,6.14973,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:03Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0012_20260411.nc,43.32610,43.32610,3.47834,3.47834,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:05Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0013_20260411.nc,42.58553,42.58553,2.98527,2.98527,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:06Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0014_20260411.nc,42.70362,42.70362,2.89283,2.89283,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:08Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0015_20260411.nc,43.94935,43.94935,6.81013,6.81013,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:10Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0016_20260411.nc,43.65147,43.65147,3.87076,3.87076,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:12Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0035_20260411.nc,43.58943,43.58943,6.92752,6.92752,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:11:40Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0042_20260411.nc,43.78693,43.78693,4.65196,4.65196,2026-04-11T00:00:00Z,2026-04-11T23:45:00Z,Meteo France- Schapi,2026-04-14T04:09:41Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_RF_EXSC0092_20260411.nc,43.66407,43.66407,7.20003,7.20003,2026-04-11T00:00:00Z,2026-04-11T23:00:00Z,Meteo France- Schapi,2026-04-12T04:13:07Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_BaieDuLazaretTG_20260411.nc,43.08050,43.08050,5.90252,5.90252,2026-04-11T00:01:41Z,2026-04-11T23:59:40Z,Hydrographic and oceanographic service of the French navy,2026-04-13T12:10:36Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_BregaillonTG_20260411.nc,43.10520,43.10520,5.88550,5.88550,2026-04-11T00:00:35Z,2026-04-11T23:58:36Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:05Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_CassisTG_20260411.nc,43.21340,43.21340,5.53575,5.53575,2026-04-11T00:00:48Z,2026-04-11T23:58:49Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:56:07Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_CenturiTG_20260411.nc,42.96578,42.96578,9.34983,9.34983,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:56:16Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_EndoumeTG_20260411.nc,43.28007,43.28007,5.34893,5.34893,2026-04-11T00:00:33Z,2026-04-11T23:58:33Z,Mediterranean Institute of Oceanography- La Seyne sur Mer,2026-04-13T10:56:26Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_GiensLaMadragueTG_20260411.nc,43.04000,43.04000,6.11005,6.11005,2026-04-11T00:01:49Z,2026-04-11T23:59:42Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:38Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_LaCapteTG_20260411.nc,43.06540,43.06540,6.15070,6.15070,2026-04-11T00:01:49Z,2026-04-11T23:59:25Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:12Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_LaCiotatTG_20260411.nc,43.17230,43.17230,5.60829,5.60829,2026-04-11T00:00:38Z,2026-04-11T23:58:39Z,Hydrographic and oceanographic service of the French navy,2026-04-13T12:10:31Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_LaFigueiretteTG_20260411.nc,43.48353,43.48353,6.93377,6.93377,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:56:04Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_LeBruscTG_20260411.nc,43.07750,43.07750,5.80350,5.80350,2026-04-11T00:01:25Z,2026-04-11T23:59:24Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:18Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_LesOursinieresTG_20260411.nc,43.08470,43.08470,6.01950,6.01950,2026-04-11T00:01:38Z,2026-04-11T23:59:38Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:56:14Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_MentonTG_20260411.nc,43.78500,43.78500,7.52250,7.52250,2026-04-11T00:01:51Z,2026-04-11T23:59:50Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:54:57Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_MonacoTG_20260411.nc,43.73300,43.73300,7.42370,7.42370,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:54:37Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_NiceTG_20260411.nc,43.69560,43.69560,7.28550,7.28550,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:54:44Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_NiceVigicruesTG_20260411.nc,43.66413,43.66413,7.20005,7.20005,2026-04-11T00:00:00Z,2026-04-11T23:55:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:53:09Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PorquerollesTG_20260411.nc,43.00260,43.00260,6.20152,6.20152,2026-04-11T00:00:50Z,2026-04-11T23:58:35Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:46Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PortDeCarroTG_20260411.nc,43.32970,43.32970,5.04202,5.04202,2026-04-11T00:00:50Z,2026-04-11T23:58:50Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:52Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PortDeLaRedonneTG_20260411.nc,43.33150,43.33150,5.21834,5.21834,2026-04-11T00:01:13Z,2026-04-11T23:59:13Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:56:01Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PortDeStElmeTG_20260411.nc,43.07590,43.07590,5.89940,5.89940,2026-04-11T00:00:05Z,2026-04-11T23:58:06Z,Hydrographic and oceanographic service of the French navy,2026-04-13T12:10:43Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PortFerreolTG_20260411.nc,43.35907,43.35907,6.71761,6.71761,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:46:32Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_PortVendresTG_20260411.nc,42.52010,42.52010,3.10730,3.10730,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:55:51Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_SaintLouisMourillonTG_20260411.nc,43.10590,43.10590,5.93700,5.93700,2026-04-11T00:01:54Z,2026-04-11T23:59:53Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:25Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_SeteTG_20260411.nc,43.40000,43.40000,3.70170,3.70170,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:55:44Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_SolenzaraTG_20260411.nc,41.85686,41.85686,9.40383,9.40383,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:56:23Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_TamarisTG_20260411.nc,43.09100,43.09100,5.90112,5.90112,2026-04-11T00:01:37Z,2026-04-11T23:59:38Z,Hydrographic and oceanographic service of the French navy,2026-04-13T10:55:32Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TG_ToulonTG_20260411.nc,43.12280,43.12280,5.91460,5.91460,2026-04-11T00:00:00Z,2026-04-11T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-12T00:55:32Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_2JQFMZZ_20260411.nc,35.20000,35.70000,23.40000,27.00000,2026-04-11T11:00:00Z,2026-04-11T20:00:00Z,German Weather Service- Maritime Weather Office Hamburg,2026-04-12T00:56:48Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_3EJF3_20260411.nc,39.40000,39.60000,-0.30000,0.80000,2026-04-11T00:00:00Z,2026-04-11T13:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-11T17:06:24Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_3ETR7_20260411.nc,41.40000,42.10000,2.50000,3.70000,2026-04-11T19:00:00Z,2026-04-11T23:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-12T05:04:49Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_4VKYNVK_20260411.nc,40.70000,40.70000,14.20000,14.20000,2026-04-11T17:00:00Z,2026-04-11T17:00:00Z,Met Office- Exeter,2026-04-11T20:58:29Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_5EXMSZP_20260411.nc,31.40000,31.40000,32.40000,32.40000,2026-04-11T22:00:00Z,2026-04-11T22:00:00Z,Met Office- Exeter,2026-04-12T00:56:58Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_5QQQVZL_20260411.nc,37.00000,37.00000,2.20000,2.20000,2026-04-11T06:00:00Z,2026-04-11T06:00:00Z,German Weather Service- Maritime Weather Office Hamburg,2026-04-11T08:58:45Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_7WFBSAS_20260411.nc,39.40000,40.40000,-0.20000,1.10000,2026-04-11T02:00:00Z,2026-04-11T19:00:00Z,Met Office- Exeter,2026-04-12T00:57:14Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260411/GL_TS_TS_9HA5682_20260411.nc,43.30000,43.30000,5.30000,5.30000,2026-04-11T09:00:00Z,2026-04-11T09:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-11T13:10:32Z,R, DEPH TEMP
