#Title : in-situ files catalog
#Description : catalog of available in-situ files compliant with Marine Data Store
#Project : Copernicus Marine In Situ TAC
#Format Version : 3.0
#Last Update : 2026-05-06T13:06:06Z
#catalog_id,file_name,geospatial_lat_min,geospatial_lat_max,geospatial_lon_min,geospatial_lon_max,time_coverage_start,time_coverage_end,institution,date_update,data_mode,parameters
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_MO_EOL_20260422.nc,43.68300,43.68300,7.31700,7.31700,2026-04-22T00:01:31Z,2026-04-22T23:31:36Z,Laboratory of Oceanography of Villefranche,2026-04-24T02:12:48Z,R, PRES TEMP PSAL DOX1
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_MO_POEM_20260422.nc,42.70416,42.70416,3.06724,3.06724,2026-04-22T00:00:00Z,2026-04-22T23:50:00Z,CNRS- Insu Technical Division- La Seyne-sur-Mer,2026-04-23T13:02:14Z,R, DEPH TEMP PSAL DRYT WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_MO_SOLA_20260422.nc,42.48333,42.48333,3.13333,3.13333,2026-04-22T00:00:00Z,2026-04-22T23:50:00Z,Oceanologic Observatory of Banyuls- University of Paris VI- OSU,2026-04-23T09:08:42Z,R, DEPH TEMP PSAL DOX1 ATMS FLUO TUR4 WDIR WSPD
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0001_20260422.nc,44.82123,44.82123,0.07804,0.07804,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-05-06T04:26:39Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0003_20260422.nc,44.38893,44.38893,0.30115,0.30115,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:18:09Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0007_20260422.nc,43.44973,43.44973,6.63309,6.63309,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-05-05T04:21:48Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0011_20260422.nc,43.14712,43.14712,6.14973,6.14973,2026-04-22T00:00:00Z,2026-04-22T23:05:00Z,Meteo France- Schapi,2026-05-05T04:22:24Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0012_20260422.nc,43.32610,43.32610,3.47834,3.47834,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-05-06T04:27:09Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0013_20260422.nc,42.58553,42.58553,2.98527,2.98527,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:18:26Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0014_20260422.nc,42.70362,42.70362,2.89283,2.89283,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:18:28Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0015_20260422.nc,43.94935,43.94935,6.81013,6.81013,2026-04-22T00:00:00Z,2026-04-22T23:56:40Z,Meteo France- Schapi,2026-05-05T04:22:46Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0016_20260422.nc,43.65147,43.65147,3.87076,3.87076,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:18:31Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0035_20260422.nc,43.58923,43.58943,6.92752,6.92770,2026-04-22T00:00:00Z,2026-04-22T23:55:00Z,Meteo France- Schapi,2026-05-05T04:23:29Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0042_20260422.nc,43.78693,43.78693,4.65196,4.65196,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:19:09Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0090_20260422.nc,44.05178,44.05178,7.58949,7.58949,2026-04-22T00:00:00Z,2026-04-22T23:05:00Z,Meteo France- Schapi,2026-05-05T04:24:58Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_RF_EXSC0092_20260422.nc,43.66407,43.66407,7.20003,7.20003,2026-04-22T00:00:00Z,2026-04-22T23:00:00Z,Meteo France- Schapi,2026-04-23T04:20:24Z,R, DEPH RVFL
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_BaieDuLazaretTG_20260422.nc,43.08050,43.08050,5.90252,5.90252,2026-04-22T00:00:01Z,2026-04-22T23:59:44Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:16Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_BregaillonTG_20260422.nc,43.10520,43.10520,5.88550,5.88550,2026-04-22T00:00:34Z,2026-04-22T23:58:35Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:18Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_CannesTG_20260422.nc,43.54253,43.54253,7.03350,7.03350,2026-04-22T00:01:51Z,2026-04-22T23:59:51Z,Mediterranean Institute of Oceanography (Marseille),2026-04-24T12:21:01Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_CassisTG_20260422.nc,43.21340,43.21340,5.53575,5.53575,2026-04-22T00:00:48Z,2026-04-22T23:58:48Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:46Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_CenturiTG_20260422.nc,42.96578,42.96578,9.34983,9.34983,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:09:27Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_EndoumeTG_20260422.nc,43.28007,43.28007,5.34893,5.34893,2026-04-22T00:00:33Z,2026-04-22T23:58:33Z,Mediterranean Institute of Oceanography- La Seyne sur Mer,2026-04-24T12:21:10Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_GiensLaMadragueTG_20260422.nc,43.04000,43.04000,6.11005,6.11005,2026-04-22T00:01:39Z,2026-04-22T23:59:38Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:53Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_LaCapteTG_20260422.nc,43.06540,43.06540,6.15070,6.15070,2026-04-22T00:01:35Z,2026-04-22T23:59:24Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:24Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_LaCiotatTG_20260422.nc,43.17230,43.17230,5.60829,5.60829,2026-04-22T00:00:45Z,2026-04-22T23:58:45Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:09Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_LaFigueiretteTG_20260422.nc,43.48353,43.48353,6.93377,6.93377,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:09:14Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_LeBruscTG_20260422.nc,43.07750,43.07750,5.80350,5.80350,2026-04-22T00:01:24Z,2026-04-22T23:59:24Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:31Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_LesOursinieresTG_20260422.nc,43.08470,43.08470,6.01950,6.01950,2026-04-22T00:01:39Z,2026-04-22T23:59:40Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:52Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_MentonTG_20260422.nc,43.78500,43.78500,7.52250,7.52250,2026-04-22T00:01:51Z,2026-04-22T23:59:52Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:03Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_MonacoTG_20260422.nc,43.73300,43.73300,7.42370,7.42370,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:06:56Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_NiceTG_20260422.nc,43.69560,43.69560,7.28550,7.28550,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:07:02Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_NiceVigicruesTG_20260422.nc,43.66413,43.66413,7.20005,7.20005,2026-04-22T00:00:00Z,2026-04-22T23:55:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:05:27Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PorquerollesTG_20260422.nc,43.00260,43.00260,6.20152,6.20152,2026-04-22T00:00:38Z,2026-04-22T23:58:54Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:27Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PortDeCarroTG_20260422.nc,43.32970,43.32970,5.04202,5.04202,2026-04-22T00:00:50Z,2026-04-22T23:58:50Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:33Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PortDeLaRedonneTG_20260422.nc,43.33150,43.33150,5.21834,5.21834,2026-04-22T00:01:20Z,2026-04-22T23:59:20Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:40Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PortDeStElmeTG_20260422.nc,43.07590,43.07590,5.89940,5.89940,2026-04-22T00:00:06Z,2026-04-22T23:58:05Z,Hydrographic and oceanographic service of the French navy,2026-04-24T12:20:21Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PortFerreolTG_20260422.nc,43.35907,43.35907,6.71761,6.71761,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:00:04Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_PortVendresTG_20260422.nc,42.52010,42.52010,3.10730,3.10730,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:09:01Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_SaintLouisMourillonTG_20260422.nc,43.10590,43.10590,5.93700,5.93700,2026-04-22T00:01:53Z,2026-04-22T23:59:53Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:38Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_SeteTG_20260422.nc,43.40000,43.40000,3.70170,3.70170,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:08:55Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_SolenzaraTG_20260422.nc,41.85686,41.85686,9.40383,9.40383,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:09:34Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_TamarisTG_20260422.nc,43.09100,43.09100,5.90112,5.90112,2026-04-22T00:01:37Z,2026-04-22T23:59:36Z,Hydrographic and oceanographic service of the French navy,2026-04-24T11:05:45Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TG_ToulonTG_20260422.nc,43.12280,43.12280,5.91460,5.91460,2026-04-22T00:00:00Z,2026-04-22T23:59:00Z,Hydrographic and oceanographic service of the French navy,2026-04-23T01:08:43Z,R, DEPH SLEV
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_2JQFMZZ_20260422.nc,32.30000,34.60000,20.30000,26.50000,2026-04-22T01:00:00Z,2026-04-22T23:00:00Z,German Weather Service- Maritime Weather Office Hamburg,2026-04-23T05:15:11Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_3EFK6_20260422.nc,42.50000,43.30000,4.20000,6.40000,2026-04-22T00:00:00Z,2026-04-22T17:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-22T21:14:08Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_3ETR7_20260422.nc,42.30000,43.30000,3.90000,6.90000,2026-04-22T00:00:00Z,2026-04-22T22:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-23T01:10:15Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_4SYY57Q_20260422.nc,36.80000,37.30000,1.00000,4.70000,2026-04-22T10:00:00Z,2026-04-22T21:00:00Z,Bureau of Meteorology- Melbourne,2026-04-23T01:10:23Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_4VKYNVK_20260422.nc,37.40000,37.40000,-0.10000,-0.10000,2026-04-22T01:00:00Z,2026-04-22T01:00:00Z,Met Office- Exeter,2026-04-22T09:14:42Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_5EXMSZP_20260422.nc,37.00000,37.00000,2.90000,2.90000,2026-04-22T00:00:00Z,2026-04-22T00:00:00Z,Met Office- Exeter,2026-04-22T09:14:43Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_7WFBSAS_20260422.nc,33.00000,33.20000,32.70000,34.00000,2026-04-22T01:00:00Z,2026-04-22T06:00:00Z,Met Office- Exeter,2026-04-22T09:15:35Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_9HA5682_20260422.nc,36.60000,37.00000,12.80000,13.50000,2026-04-22T19:00:00Z,2026-04-22T21:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-23T01:11:02Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_9HA5823_20260422.nc,37.10000,37.10000,24.80000,24.80000,2026-04-22T00:00:00Z,2026-04-22T06:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-22T09:15:47Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_ADFBKUM_20260422.nc,42.60000,42.60000,4.40000,4.40000,2026-04-22T18:00:00Z,2026-04-22T18:00:00Z,Meteo France,2026-04-22T21:15:31Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_BCYUD8D_20260422.nc,36.60000,36.60000,-2.50000,-2.50000,2026-04-22T17:00:00Z,2026-04-22T17:00:00Z,Met Office- Exeter,2026-04-22T21:15:36Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_BFUGCQQ_20260422.nc,41.30000,41.30000,18.80000,18.80000,2026-04-22T21:00:00Z,2026-04-22T21:00:00Z,Met Office- Exeter,2026-04-23T01:11:28Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_C6VG8_20260422.nc,39.20000,39.30000,2.10000,2.30000,2026-04-22T00:00:00Z,2026-04-22T02:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-22T09:16:25Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_EAKF_20260422.nc,36.29554,36.61557,-2.59255,-1.95035,2026-04-22T00:00:00Z,2026-04-22T23:57:24Z,IEO-CSIC- Spanish Oceanographic Institute,2026-04-24T17:22:23Z,R, DEPH TEMP PSAL CNDC
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_EUCFR07_20260422.nc,43.00000,43.10000,8.20000,9.30000,2026-04-22T00:00:00Z,2026-04-22T18:00:00Z,Meteo France,2026-04-22T21:16:36Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_EUCFR08_20260422.nc,42.30000,42.90000,5.90000,7.00000,2026-04-22T00:00:00Z,2026-04-22T18:00:00Z,Meteo France,2026-04-22T21:16:37Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_FGA3812_20260422.nc,42.48092,42.50267,3.13393,3.17140,2026-04-22T06:51:10Z,2026-04-22T12:48:40Z,Ifremer- Scientific Information Systems for the sea,2026-04-23T22:23:41Z,R, DEPH TEMP PSAL CNDC SSJT
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_FGTO_20260422.nc,42.78340,43.10665,5.88367,6.03457,2026-04-22T04:04:40Z,2026-04-22T13:04:34Z,Ifremer- Scientific Information Systems for the sea;Ifremer Head Office,2026-04-23T05:16:47Z,R, DEPH TEMP PSAL CNDC SSJT
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_HAY34MT_20260422.nc,44.00000,44.00000,9.80000,9.80000,2026-04-22T08:00:00Z,2026-04-22T08:00:00Z,Met Office- Exeter,2026-04-22T13:14:08Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_HOPW_20260422.nc,37.20000,37.20000,24.90000,24.90000,2026-04-22T01:00:00Z,2026-04-22T01:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-22T09:17:28Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_HSAZ7KW_20260422.nc,32.50000,32.50000,30.60000,30.60000,2026-04-22T18:00:00Z,2026-04-22T18:00:00Z,German Weather Service- Maritime Weather Office Hamburg,2026-04-22T21:16:53Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_LAMP5_20260422.nc,41.10000,41.30000,4.80000,5.20000,2026-04-22T00:00:00Z,2026-04-22T14:00:00Z,National Weather Service- National Oceanic and Atmospheric Administration,2026-04-22T17:22:41Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_LYHH6ZZ_20260422.nc,36.00000,38.00000,-9.60000,-3.10000,2026-04-22T01:00:00Z,2026-04-22T21:00:00Z,Met Office- Exeter,2026-04-23T01:12:43Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_MYUCXDW_20260422.nc,36.20000,37.20000,15.80000,20.00000,2026-04-22T00:00:00Z,2026-04-22T20:00:00Z,Met Office- Exeter,2026-04-23T01:12:49Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_NRW2RTV_20260422.nc,37.10000,38.30000,-1.10000,0.90000,2026-04-22T01:00:00Z,2026-04-22T21:00:00Z,Met Office- Exeter,2026-04-23T01:12:53Z,R, DEPH TEMP
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/latest/20260422/GL_TS_TS_SYBXXSM_20260422.nc,42.80000,42.80000,6.00000,6.00000,2026-04-22T06:00:00Z,2026-04-22T12:00:00Z,Meteo France,2026-04-22T17:23:22Z,R, DEPH TEMP
