#Title : in-situ files catalog
#Description : catalog of available in-situ files compliant with Marine Data Store
#Project : Copernicus Marine In Situ TAC
#Format Version : 3.0
#Last Update : 2026-05-05T01:39:04Z
#catalog_id,file_name,geospatial_lat_min,geospatial_lat_max,geospatial_lon_min,geospatial_lon_max,time_coverage_start,time_coverage_end,institution,date_update,data_mode,parameters
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EREB.nc,-0.71000,59.23300,-56.60000,39.73300,1973-07-26T06:19:00Z,1992-09-08T22:49:00Z,All-Russia Research Institute of Hydrometeorological Information - World Data Centre - National Oceanographic Data Centre (NODC),2025-04-15T17:39:53Z,R, DEPH PRES TEMP PSAL DOXY ALKY AMON NTRA NTRI NTRZ PHOS PHPH SLCA TPHS
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EREC.nc,-65.00000,59.50000,0.16700,108.60000,1957-07-21T13:42:00Z,1993-06-15T00:00:00Z,Russia (Unknown),2025-04-15T17:50:22Z,R, DEPH TEMP PSAL DOX1 ALK3 NTRA PHOS PHPH SLCA
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EREI.nc,-34.95000,73.10000,0.10000,-1.03000,1957-11-27T23:42:00Z,1993-09-16T03:46:13Z,Russia (Unknown),2025-04-15T17:42:28Z,R, DEPH PRES TEMP PSAL DOX1 ALK3 FLU2 NTRA PHOS PHPH SLCA
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_ERES.nc,5.60000,59.33300,-77.25000,41.66600,1971-07-09T19:00:00Z,1994-10-08T12:00:00Z,Ifremer - Research Infrastructures and Information Systems;All-Russia Research Institute of Hydrometeorological Information - World Data Centre - National Oceanographic Data Centre (NODC),2025-04-15T17:34:14Z,R, DEPH PRES TEMP PSAL DOXY DOX1 ALK3 ALKY AMON NTOT NTRA NTRI NTRZ PHOS PHPH SLCA TPHS
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_ERET.nc,25.98300,50.01600,-42.13300,41.00000,1973-09-06T15:00:00Z,2000-07-29T16:44:59Z,Ifremer - Research Infrastructures and Information Systems;All-Russia Research Institute of Hydrometeorological Information - World Data Centre - National Oceanographic Data Centre (NODC),2025-04-15T16:51:53Z,R, DEPH TEMP PSAL DOXY ALKY NTRA NTRI NTRZ PHOS PHPH SLCA TPHS
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EREU.nc,34.08333,43.50000,-9.00000,25.58167,1974-06-04T23:00:00Z,1991-06-09T11:04:00Z,Russia (Unknown),2025-04-15T18:56:04Z,R, DEPH TEMP PSAL PHOS
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_ESGT.nc,-58.03330,74.50000,1.97000,-8.00000,1969-06-09T17:48:00Z,1989-06-19T13:00:00Z,Unknown institution,2025-04-15T18:13:19Z,R, DEPH PRES TEMP PSAL DOX1 ALK3 NTRA PHOS PHPH SLCA
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EXEC000A.nc,32.33200,33.00983,34.00000,35.03483,1955-06-08T07:18:00Z,1963-03-03T06:00:00Z,Israel Oceanographic and Limnological Research,2025-04-15T17:57:01Z,R, DEPH TEMP PSAL NTRA NTRZ PHOS PHPH SLCA
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EXEC0012.nc,31.19300,41.91700,11.66700,35.50000,1947-06-22T15:59:59Z,1973-09-03T11:06:00Z,Israel Oceanographic and Limnological Research,2025-04-15T18:30:37Z,R, DEPH TEMP PSAL NTRA NTRI NTRZ PHOS PHPH SLCA
COP-MO-01,INSITU_MED_PHYBGCWAV_DISCRETE_MYNRT_013_035/cmems_obs-ins_med_phybgcwav_mynrt_na_irr_202311/history/BO/GL_PR_BO_EXEC0016.nc,44.95200,45.60700,12.30500,13.34800,1990-03-21T00:00:00Z,1991-11-18T00:00:00Z,National Institute of Oceanography and Applied Geophysics - OGS - Division of Oceanography,2025-04-15T16:56:08Z,R, DEPH TEMP PSAL DOXY AMON CPHL NTRA NTRI NTRZ PHOS PHPH SLCA
